TEMPO_SWATH_POINT product,TEMPO_SWATH_POINT start time,TEMPO_SWATH_POINT end time,TEMPO_SWATH_POINT duration,TEMPO_SWATH_POINT product type,TEMPO_SWATH_POINT product path,(bl lat. bl lon),(tl lat. tl lon),(tr lat. tr lon),(br lat. br lon),segment_id
CS_OFFL_THEM_POINT_SOUTHANDE_2021_12_-73584882_-54060680_V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/SOUTHANDE/CS_OFFL_THEM_POINT_SOUTHANDE_2021_12_-73584882_-54060680_V202.nc,(-54.0606803894043. -73.58488464355469),(-53.16464614868164. -73.48863220214844),(-53.21162033081055. -71.9952163696289),(-54.10920715332031. -72.0595932006836),1565
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2000000__+300000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2000000__+300000___V202.nc,(-71.54161834716797. -81.46923065185547),(-71.38697052001953. -78.69007110595703),(-72.26692962646484. -78.11134338378906),(-72.42984008789062. -81.02737426757812),1566
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1900000__-200000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1900000__-200000___V202.nc,(-72.54719543457031. -96.00900268554688),(-72.61801147460938. -93.01278686523438),(-73.51788330078125. -93.1798324584961),(-73.4429931640625. -96.34019470214844),1567
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1900000__+600000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1900000__+600000___V202.nc,(-71.81000518798828. -72.47443389892578),(-71.51943969726562. -69.77513885498047),(-72.35982513427734. -68.74949645996094),(-72.66539001464844. -71.56504821777344),1568
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2000000__+1000000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2000000__+1000000__V202.nc,(-69.62866973876953. -63.4349479675293),(-69.21405792236328. -61.189205169677734),(-69.99146270751953. -59.93141555786133),(-70.42389678955078. -62.241458892822266),1569
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2000000__+400000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2000000__+400000___V202.nc,(-71.38697052001953. -78.69007110595703),(-71.19012451171875. -75.96375274658203),(-72.05978393554688. -75.25643920898438),(-72.26692962646484. -78.11134338378906),1570
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1900000__-500000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1900000__-500000___V202.nc,(-72.05978393554688. -104.74356079101562),(-72.26692962646484. -101.88865661621094),(-73.1469497680664. -102.52880859375),(-72.928466796875. -105.52410888671875),1571
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2000000__-100000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2000000__-100000___V202.nc,(-71.72007751464844. -92.8624038696289),(-71.74251556396484. -90.0),(-72.64167785644531. -90.0),(-72.61801147460938. -93.01278686523438),1572
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1400000__+100000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1400000__+100000___V202.nc,(-77.13420104980469. -85.91438293457031),(-77.03739929199219. -81.8698959350586),(-77.93743133544922. -81.25383758544922),(-78.04174041748047. -85.6012954711914),1573
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2000000__+700000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2000000__+700000___V202.nc,(-70.6756820678711. -70.70995330810547),(-70.36149597167969. -68.19859313964844),(-71.19012451171875. -67.16634368896484),(-71.51943969726562. -69.77513885498047),1574
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1900000__-100000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1900000__-100000___V202.nc,(-72.61801147460938. -93.01278686523438),(-72.64167785644531. -90.0),(-73.54292297363281. -90.0),(-73.51788330078125. -93.1798324584961),1575
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1900000__+900000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1900000__+900000___V202.nc,(-70.82420349121094. -64.65382385253906),(-70.42389678955078. -62.241458892822266),(-71.21188354492188. -60.945396423339844),(-71.630615234375. -63.4349479675293),1576
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1900000__-400000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1900000__-400000___V202.nc,(-72.26692962646484. -101.88865661621094),(-72.42984008789062. -98.97262573242188),(-73.3189697265625. -99.46231842041016),(-73.1469497680664. -102.52880859375),1577
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2000000__+600000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2000000__+600000___V202.nc,(-70.9524917602539. -73.3007583618164),(-70.6756820678711. -70.70995330810547),(-71.51943969726562. -69.77513885498047),(-71.81000518798828. -72.47443389892578),1578
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-200000___+1700000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-200000___+1700000__V202.nc,(-74.34014892578125. -6.709836959838867),(-73.4429931640625. -6.340191841125488),(-73.51788330078125. -3.1798300743103027),(-74.4195785522461. -3.3664605617523193),1579
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2000000__+500000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2000000__+500000___V202.nc,(-71.19012451171875. -75.96375274658203),(-70.9524917602539. -73.3007583618164),(-71.81000518798828. -72.47443389892578),(-72.05978393554688. -75.25643920898438),1580
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2000000__-500000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2000000__-500000___V202.nc,(-71.19012451171875. -104.03624725341797),(-71.38697052001953. -101.30992889404297),(-72.26692962646484. -101.88865661621094),(-72.05978393554688. -104.74356079101562),1581
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2000000__-300000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2000000__-300000___V202.nc,(-71.54161834716797. -98.53076934814453),(-71.65293884277344. -95.7105941772461),(-72.54719543457031. -96.00900268554688),(-72.42984008789062. -98.97262573242188),1582
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1900000__+800000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1900000__+800000___V202.nc,(-71.19012451171875. -67.16634368896484),(-70.82420349121094. -64.65382385253906),(-71.630615234375. -63.4349479675293),(-72.01409149169922. -66.03751373291016),1583
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-200000___+2100000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-200000___+2100000__V202.nc,(-70.7603988647461. -5.440331935882568),(-69.86974334716797. -5.19442892074585),(-69.93050384521484. -2.602562189102173),(-70.82420349121094. -2.726310968399048),1584
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-200000___+2000000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-200000___+2000000__V202.nc,(-71.65293884277344. -5.710593223571777),(-70.7603988647461. -5.440331935882568),(-70.82420349121094. -2.726310968399048),(-71.72007751464844. -2.862405300140381),1585
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2100000__+400000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2100000__+400000___V202.nc,(-70.50743865966797. -79.21570587158203),(-70.32000732421875. -76.60750579833984),(-71.19012451171875. -75.96375274658203),(-71.38697052001953. -78.69007110595703),1586
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2100000__+1000000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2100000__+1000000__V202.nc,(-68.8273696899414. -64.53665161132812),(-68.42945098876953. -62.35402297973633),(-69.21405792236328. -61.189205169677734),(-69.62866973876953. -63.4349479675293),1587
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-200000___-500000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-200000___-500000___V202.nc,(-85.04663848876953. -158.19859313964844),(-85.88569641113281. -153.43495178222656),(-86.2065658569336. -165.96376037597656),(-85.30955505371094. -168.6900634765625),1588
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1300000__-800000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-1300000__-800000___V202.nc,(-76.01821899414062. -121.60750579833984),(-76.47162628173828. -118.3007583618164),(-77.26444244384766. -120.25643920898438),(-76.78285217285156. -123.69007110595703),1589
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_+0________-500000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_+0________-500000___V202.nc,(-85.40054321289062. 180.0),(-86.31974792480469. 180.0),(-86.2065658569336. 165.96376037597656),(-85.30955505371094. 168.6900634765625),1590
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2100000__+500000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2100000__+500000___V202.nc,(-70.32000732421875. -76.60750579833984),(-70.093505859375. -74.05460357666016),(-70.9524917602539. -73.3007583618164),(-71.19012451171875. -75.96375274658203),1591
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-200000___+1800000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-200000___+1800000__V202.nc,(-73.4429931640625. -6.340191841125488),(-72.54719543457031. -6.009006023406982),(-72.61801147460938. -3.0127875804901123),(-73.51788330078125. -3.1798300743103027),1592
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2100000__+700000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2100000__+700000___V202.nc,(-69.829345703125. -71.56504821777344),(-69.52912902832031. -69.14553833007812),(-70.36149597167969. -68.19859313964844),(-70.6756820678711. -70.70995330810547),1593
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2200000__+600000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2200000__+600000___V202.nc,(-69.23359680175781. -74.74488067626953),(-68.98111724853516. -72.3498764038086),(-69.829345703125. -71.56504821777344),(-70.093505859375. -74.05460357666016),1594
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2100000__+600000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2100000__+600000___V202.nc,(-70.093505859375. -74.05460357666016),(-69.829345703125. -71.56504821777344),(-70.6756820678711. -70.70995330810547),(-70.9524917602539. -73.3007583618164),1595
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2200000__+800000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2200000__+800000___V202.nc,(-68.69383239746094. -70.01689147949219),(-68.37326049804688. -67.7509765625),(-69.19454193115234. -66.80140686035156),(-69.52912902832031. -69.14553833007812),1596
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2200000__+1000000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2200000__+1000000__V202.nc,(-68.02101135253906. -65.55604553222656),(-67.63874816894531. -63.4349479675293),(-68.42945098876953. -62.35402297973633),(-68.8273696899414. -64.53665161132812),1597
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-200000___-800000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-200000___-800000___V202.nc,(-82.42108917236328. -165.96376037597656),(-83.30694580078125. -164.0546112060547),(-83.49873352050781. -171.86990356445312),(-82.5896987915039. -172.87498474121094),1598
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2200000__+700000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2200000__+700000___V202.nc,(-68.98111724853516. -72.3498764038086),(-68.69383239746094. -70.01689147949219),(-69.52912902832031. -69.14553833007812),(-69.829345703125. -71.56504821777344),1599
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2100000__+900000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2100000__+900000___V202.nc,(-69.19454193115234. -66.80140686035156),(-68.8273696899414. -64.53665161132812),(-69.62866973876953. -63.4349479675293),(-70.01182556152344. -65.77225494384766),1600
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-200000___-600000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-200000___-600000___V202.nc,(-84.18389129638672. -161.56504821777344),(-85.04663848876953. -158.19859313964844),(-85.30955505371094. -168.6900634765625),(-84.40589904785156. -170.5376739501953),1601
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2000000__+800000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2000000__+800000___V202.nc,(-70.36149597167969. -68.19859313964844),(-70.01182556152344. -65.77225494384766),(-70.82420349121094. -64.65382385253906),(-71.19012451171875. -67.16634368896484),1602
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2300000__+1200000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2300000__+1200000__V202.nc,(-66.44759368896484. -62.44718933105469),(-66.02609252929688. -60.524112701416016),(-66.79092407226562. -59.420772552490234),(-67.2281494140625. -61.38954162597656),1603
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-200000___-300000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-200000___-300000___V202.nc,(-86.68246459960938. -146.3099365234375),(-87.3972396850586. -135.0),(-87.94221496582031. -153.43495178222656),(-87.09014892578125. -161.56504821777344),1604
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2300000__+1100000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2300000__+1100000__V202.nc,(-66.84291076660156. -64.44003295898438),(-66.44759368896484. -62.44718933105469),(-67.2281494140625. -61.38954162597656),(-67.63874816894531. -63.4349479675293),1605
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2300000__+900000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2300000__+900000___V202.nc,(-67.54878234863281. -68.62937927246094),(-67.21048736572266. -66.50143432617188),(-68.02101135253906. -65.55604553222656),(-68.37326049804688. -67.7509765625),1606
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2200000__+900000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2200000__+900000___V202.nc,(-68.37326049804688. -67.7509765625),(-68.02101135253906. -65.55604553222656),(-68.8273696899414. -64.53665161132812),(-69.19454193115234. -66.80140686035156),1607
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-200000___+1900000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-200000___+1900000__V202.nc,(-72.54719543457031. -6.009006023406982),(-71.65293884277344. -5.710593223571777),(-71.72007751464844. -2.862405300140381),(-72.61801147460938. -3.0127875804901123),1608
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2500000__+1600000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2500000__+1600000__V202.nc,(-63.163822174072266. -57.38075637817383),(-62.683650970458984. -55.784297943115234),(-63.400211334228516. -54.688785552978516),(-63.895484924316406. -56.309932708740234),1609
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2600000__+1400000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2600000__+1400000__V202.nc,(-63.2964973449707. -61.69924545288086),(-62.871646881103516. -60.01836013793945),(-63.6240234375. -59.0362434387207),(-64.0629653930664. -60.75117492675781),1610
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2500000__+1500000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2500000__+1500000__V202.nc,(-63.6240234375. -59.0362434387207),(-63.163822174072266. -57.38075637817383),(-63.895484924316406. -56.309932708740234),(-64.37066650390625. -57.9946174621582),1611
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2300000__+1000000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2300000__+1000000__V202.nc,(-67.21048736572266. -66.50143432617188),(-66.84291076660156. -64.44003295898438),(-67.63874816894531. -63.4349479675293),(-68.02101135253906. -65.55604553222656),1612
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2500000__+1300000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2500000__+1300000__V202.nc,(-64.47935485839844. -62.525569915771484),(-64.0629653930664. -60.75117492675781),(-64.82440185546875. -59.74356460571289),(-65.25527954101562. -61.557071685791016),1613
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2500000__+1400000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2500000__+1400000__V202.nc,(-64.0629653930664. -60.75117492675781),(-63.6240234375. -59.0362434387207),(-64.37066650390625. -57.9946174621582),(-64.82440185546875. -59.74356460571289),1614
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2400000__+1200000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2400000__+1200000__V202.nc,(-65.6618881225586. -63.4349479675293),(-65.25527954101562. -61.557071685791016),(-66.02609252929688. -60.524112701416016),(-66.44759368896484. -62.44718933105469),1615
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-400000___+1000000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-400000___+1000000__V202.nc,(-80.1109848022461. -21.801408767700195),(-79.25769805908203. -19.98310661315918),(-79.53423309326172. -15.255118370056152),(-80.41262817382812. -16.699243545532227),1616
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-200000___-700000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-200000___-700000___V202.nc,(-83.30694580078125. -164.0546112060547),(-84.18389129638672. -161.56504821777344),(-84.40589904785156. -170.5376739501953),(-83.49873352050781. -171.86990356445312),1617
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2600000__+1300000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2600000__+1300000__V202.nc,(-63.6991081237793. -63.4349479675293),(-63.2964973449707. -61.69924545288086),(-64.0629653930664. -60.75117492675781),(-64.47935485839844. -62.525569915771484),1618
CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2500000__+1200000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/ANTARCTIC/CS_OFFL_THEM_POINT_ANTARCTIC_2021_12_-2500000__+1200000__V202.nc,(-64.87186431884766. -64.35899353027344),(-64.47935485839844. -62.525569915771484),(-65.25527954101562. -61.557071685791016),(-65.6618881225586. -63.4349479675293),1619
